network_id,network_name,station_number,station_name,lat,lon,epic_dist_km,fault_dist_km,pga_g,pgv_cms,pgd_cm,sa_0p3_g,sa_1p0_g,sa_3p0_g,struct_apk_g,label_damage_state
AZ,SCSN,17114,Konark Sun Temple Heritage Site,17.73634,-11.119,27,,0.185,5.41,0.6,0.366,0.038,0.007,,Moderate
CE,SCSN,17115,Temple of Artemis Turkey Heritage Site,23.20107,-64.54697,59.9,,0.171,5.66,0.4,0.21,0.036,0.004,,Moderate
NP,SCSN,17116,Eiffel Tower Paris Heritage Site,28.43229,33.928,17.2,,0.24,6.15,0.7,0.36,0.06,0.006,,Moderate
CE,NSMP,17117,Chichen Itza Mexico Heritage Site,29.05182,10.75365,34,,0.164,8.17,0.8,0.229,0.059,0.003,,Moderate
NP,SCSN,17118,Karnak Temple Egypt Heritage Site,38.21645,93.33304,44.1,,0.155,9.96,0.6,0.324,0.054,0.007,,Moderate
AZ,SCSN,17119,Temple of Artemis Turkey Heritage Site,10.8111,-62.68092,35.6,,0.247,9.85,0.4,0.321,0.039,0.007,,Moderate
CE,NSMP,17120,Sun Temple Modhera Heritage Site,36.8571,-51.30969,35.4,,0.243,5.2,0.4,0.354,0.044,0.008,,Moderate
AZ,IGPP,17121,Versailles Palace France Heritage Site,23.13571,59.15405,49.4,,0.157,7.93,0.3,0.358,0.035,0.004,,Moderate
NP,CGS,17122,Bagan Myanmar Heritage Site,33.89551,-77.52687,42.5,,0.161,7.87,0.7,0.281,0.061,0.003,,Moderate
CI,IGPP,17123,Jaisalmer Fort Heritage Site,12.35447,48.68027,44,,0.212,8.73,0.8,0.313,0.047,0.003,,Moderate
CE,NSMP,17124,Ellora Kailasa Temple Heritage Site,15.2154,-79.73564,26.4,,0.154,9.5,0.5,0.366,0.043,0.004,,Moderate
AZ,IGPP,17125,Ellora Kailasa Temple Heritage Site,19.3912,-52.50686,49.6,,0.244,5.27,0.7,0.309,0.034,0.003,,Moderate
AZ,NSMP,17126,Ellora Kailasa Temple Heritage Site,18.06631,-33.49294,37.9,,0.169,6.7,0.5,0.313,0.028,0.006,,Moderate
CI,NSMP,17127,Qutub Minar Heritage Site,17.48399,66.14942,35.4,,0.194,8.61,0.6,0.19,0.067,0.008,,Moderate
CE,CGS,17128,Machu Picchu Peru Heritage Site,14.63651,16.42258,13.5,,0.212,8.26,0.6,0.316,0.058,0.003,,Moderate
CE,IGPP,17129,Acropolis Athens Heritage Site,24.16203,-41.43062,26.1,,0.231,6.26,0.4,0.218,0.039,0.007,,Moderate
CE,CGS,17130,Meenakshi Temple Heritage Site,25.46071,65.28743,21.2,,0.189,7.72,0.3,0.284,0.067,0.004,,Moderate
AZ,NSMP,17131,Mount Kailash Heritage Site,27.69746,80.37979,6.9,,0.155,8.97,0.8,0.283,0.04,0.006,,Moderate
NP,SCSN,17132,Fatehpur Sikri Heritage Site,16.54129,-95.00509,34.7,,0.234,6.25,0.5,0.187,0.03,0.004,,Moderate
CI,NSMP,17133,Hagia Sophia Turkey Heritage Site,27.11007,10.056,14.4,,0.187,9.42,0.4,0.382,0.05,0.005,,Moderate
AZ,CGS,17134,Neuschwanstein Castle Germany Heritage Site,19.38347,-65.948,41,,0.246,9.76,0.3,0.239,0.054,0.006,,Moderate
NP,SCSN,17135,Great Wall China Heritage Site,39.55755,11.19795,55.3,,0.206,5.1,0.6,0.296,0.068,0.005,,Moderate
CI,SCSN,17136,Shwedagon Pagoda Myanmar Heritage Site,25.08672,-107.6865,46.5,,0.22,5.47,0.7,0.204,0.034,0.005,,Moderate
CE,IGPP,17137,Ajanta Caves Heritage Site,35.82705,10.47906,53.3,,0.157,9.72,0.4,0.318,0.038,0.005,,Moderate
NP,NSMP,17138,Angkor Wat Cambodia Heritage Site,13.94548,-115.78883,29.6,,0.185,7.36,0.7,0.288,0.025,0.004,,Moderate
CE,NSMP,17139,Pyramids of Giza Egypt Heritage Site,34.9342,-89.86044,9,,0.223,6.98,0.4,0.339,0.039,0.004,,Moderate
CE,SCSN,17140,Moai Statues Easter Island Heritage Site,29.35425,-41.26121,23.8,,0.213,7.1,0.4,0.276,0.047,0.008,,Moderate
CE,CGS,17141,Chichen Itza Mexico Heritage Site,23.72489,-28.32151,36.9,,0.246,8.98,0.4,0.174,0.04,0.008,,Moderate
CI,CGS,17142,Petra Jordan Heritage Site,36.92602,1.81911,46.7,,0.158,9.96,0.4,0.198,0.07,0.003,,Moderate
CI,IGPP,17143,Leaning Tower of Pisa Heritage Site,16.57829,-32.20379,57.4,,0.186,8.82,0.6,0.174,0.065,0.007,,Moderate
AZ,CGS,17144,Khajuraho Temples Heritage Site,10.91473,-39.66141,30.8,,0.179,7.92,0.4,0.237,0.048,0.008,,Moderate
NP,SCSN,17145,Tower of London UK Heritage Site,39.1444,5.11004,24.7,,0.175,6.66,0.8,0.396,0.046,0.003,,Moderate
CE,CGS,17146,St. Basil's Cathedral Moscow Heritage Site,37.80829,-23.11301,47.6,,0.21,6.38,0.4,0.203,0.03,0.004,,Moderate
AZ,IGPP,17147,Borobudur Indonesia Heritage Site,12.90093,-79.10107,40.4,,0.163,5.03,0.4,0.275,0.064,0.002,,Moderate
AZ,IGPP,17148,Canterbury Cathedral UK Heritage Site,24.96657,45.29217,33.4,,0.162,7.29,0.7,0.196,0.07,0.006,,Moderate
AZ,IGPP,17149,Great Wall China Heritage Site,39.98684,-74.61748,39.5,,0.182,7.4,0.3,0.245,0.058,0.006,,Moderate
AZ,NSMP,17150,Canterbury Cathedral UK Heritage Site,33.29119,-30.68408,9.8,,0.174,7.21,0.3,0.192,0.054,0.005,,Moderate
CI,CGS,17151,Forbidden City Beijing Heritage Site,20.84228,-115.02859,54.9,,0.419,19.05,1,0.333,0.04,0.01,,High
CE,CGS,17152,Canterbury Cathedral UK Heritage Site,34.22658,-26.16435,36.7,,0.322,16.2,0.6,0.543,0.067,0.006,,High
NP,NSMP,17153,Karnak Temple Egypt Heritage Site,23.91176,-52.09689,13.4,,0.429,15.28,0.7,0.436,0.06,0.008,,High
AZ,NSMP,17154,Nalanda University Heritage Site,37.4787,35.18778,55.6,,0.33,14.8,1.3,0.433,0.061,0.008,,High
AZ,NSMP,17155,Mount Kailash Heritage Site,32.25316,-65.42622,7.7,,0.447,14.17,1,0.495,0.046,0.004,,High
CI,SCSN,17156,Great Zimbabwe Ruins Heritage Site,33.53976,46.60726,20.7,,0.4,17.63,0.5,0.383,0.079,0.004,,High
AZ,SCSN,17157,Khajuraho Temples Heritage Site,14.24049,-77.11952,56.3,,0.403,11.43,1.5,0.413,0.079,0.004,,High
CI,IGPP,17158,Sigiriya Sri Lanka Heritage Site,26.58891,-20.06378,25.1,,0.402,19.26,1.3,0.528,0.071,0.008,,High
AZ,IGPP,17159,Ajanta Caves Heritage Site,35.76947,-30.27426,58.9,,0.335,11.08,1.5,0.559,0.08,0.006,,High
CI,SCSN,17160,Great Wall China Heritage Site,33.45702,-111.14049,32.1,,0.288,11.57,0.7,0.599,0.048,0.008,,High
AZ,CGS,17161,Tikal Guatemala Heritage Site,37.9489,35.10975,55.1,,0.413,11.28,0.8,0.319,0.064,0.008,,High
CI,CGS,17162,Bagan Myanmar Heritage Site,35.12905,-111.19912,24.4,,0.399,11.27,0.6,0.335,0.07,0.008,,High
AZ,SCSN,17163,Hampi Virupaksha Temple Heritage Site,20.6096,-7.90067,54.2,,0.3,10.7,1.3,0.26,0.046,0.004,,High
CI,SCSN,17164,Teotihuacan Mexico Heritage Site,23.64408,51.99131,28.6,,0.259,11.77,0.8,0.342,0.063,0.007,,High
CE,CGS,17165,Notre Dame Cathedral Paris Heritage Site,22.67341,-75.74151,31.6,,0.318,10.53,1,0.529,0.053,0.004,,High
CI,IGPP,17166,Alhambra Spain Heritage Site,25.86774,-6.04356,58.6,,0.303,10.87,0.6,0.39,0.07,0.003,,High
AZ,CGS,17167,Ajanta Caves Heritage Site,37.17367,0.01606,11.9,,0.378,13.18,0.7,0.592,0.042,0.007,,High
NP,SCSN,17168,Somnath Temple Heritage Site,20.68898,-111.15503,9.9,,0.43,11.21,0.6,0.58,0.052,0.006,,High
NP,IGPP,17169,Acropolis Athens Heritage Site,37.80184,-110.95806,45.4,,0.445,11.43,1,0.389,0.067,0.005,,High
NP,CGS,17170,Mount Kailash Heritage Site,10.50869,65.73604,13,,0.351,15.15,1.3,0.284,0.072,0.007,,High
AZ,SCSN,17171,Konark Sun Temple Heritage Site,23.54086,2.81213,34.1,,0.405,18.75,1.4,0.507,0.048,0.005,,High
NP,IGPP,17172,Tower of London UK Heritage Site,38.00156,-87.2829,20.9,,0.373,13.28,1.3,0.326,0.06,0.01,,High
CI,SCSN,17173,Angkor Wat Cambodia Heritage Site,23.45673,95.65803,48.5,,0.393,17.39,0.6,0.542,0.077,0.007,,High
CE,IGPP,17174,Mahabalipuram Shore Temple Heritage Site,26.86929,90.51533,11.2,,0.347,11.8,1,0.466,0.076,0.01,,High
AZ,NSMP,17175,Angkor Wat Cambodia Heritage Site,36.56056,-83.97293,14.9,,0.253,16.78,1.3,0.32,0.065,0.007,,High
CI,CGS,17176,Golden Temple Amritsar Heritage Site,13.41279,23.82957,46.2,,0.39,13.91,1.1,0.367,0.07,0.01,,High
CE,IGPP,17177,Karnak Temple Egypt Heritage Site,16.01336,-8.17,33.9,,0.254,19.66,1.4,0.35,0.046,0.009,,High
CI,SCSN,17178,Tower of London UK Heritage Site,32.50727,11.88347,49.6,,0.416,19.99,1.3,0.38,0.049,0.01,,High
CE,NSMP,17179,Mahabalipuram Shore Temple Heritage Site,39.20692,-86.10883,47.4,,0.311,14.39,0.5,0.3,0.052,0.004,,High
CI,CGS,17180,Mount Fuji Japan Heritage Site,22.59984,89.27966,9,,0.382,12.94,0.8,0.33,0.078,0.003,,High
AZ,SCSN,17181,Konark Sun Temple Heritage Site,23.36808,-9.36162,57.3,,0.302,19.57,1,0.538,0.061,0.008,,High
CI,SCSN,17182,Karnak Temple Egypt Heritage Site,15.15344,95.28032,32.8,,0.25,14.41,1,0.533,0.075,0.007,,High
CE,SCSN,17183,Konark Sun Temple Heritage Site,22.95536,87.10727,13.2,,0.437,18.43,0.7,0.558,0.057,0.007,,High
NP,SCSN,17184,Canterbury Cathedral UK Heritage Site,36.62911,74.01596,59.6,,0.288,10.42,1.5,0.479,0.046,0.005,,High
CE,SCSN,17185,Meenakshi Temple Heritage Site,34.06814,-54.22226,11.8,,0.254,10.37,1,0.349,0.062,0.007,,High
CE,SCSN,17186,Golconda Fort Heritage Site,15.83304,-17.7894,30.1,,0.449,14.21,0.9,0.313,0.072,0.007,,High
CE,IGPP,17187,Neuschwanstein Castle Germany Heritage Site,16.19764,24.18854,16.1,,0.313,11.7,1.2,0.486,0.056,0.009,,High
NP,IGPP,17188,Alhambra Spain Heritage Site,29.94369,-10.81175,38.8,,0.406,14.36,1.4,0.251,0.064,0.006,,High
AZ,NSMP,17189,Mount Kailash Heritage Site,16.47481,6.91368,6.6,,0.417,11.27,1.5,0.324,0.045,0.005,,High
AZ,NSMP,17190,Moai Statues Easter Island Heritage Site,22.07403,-56.67725,21.9,,0.258,12.57,1.1,0.254,0.05,0.006,,High
CI,CGS,17191,Stonehenge UK Heritage Site,24.41937,45.11606,57.8,,0.29,10.97,1.2,0.491,0.062,0.006,,High
CE,SCSN,17192,Mont Saint-Michel France Heritage Site,35.84791,9.68806,19.2,,0.393,18.25,1.2,0.25,0.045,0.009,,High
NP,IGPP,17193,Colosseum Rome Heritage Site,30.76761,37.32082,35.6,,0.309,13.41,1.5,0.541,0.075,0.008,,High
CI,NSMP,17194,Teotihuacan Mexico Heritage Site,23.42687,36.61552,40.6,,0.443,12.03,1.4,0.427,0.068,0.004,,High
CI,NSMP,17195,Charminar Heritage Site,36.77015,-107.84884,30.7,,0.385,19.45,0.8,0.43,0.074,0.008,,High
AZ,NSMP,17196,Luxor Temple Egypt Heritage Site,34.33226,-31.98938,15.9,,0.297,17.13,1.2,0.306,0.067,0.006,,High
NP,IGPP,17197,Canterbury Cathedral UK Heritage Site,14.591,-115.73471,59.3,,0.33,12.31,1,0.335,0.057,0.008,,High
CE,CGS,17198,Colosseum Rome Heritage Site,34.1616,-20.43683,40.4,,0.351,19.1,1.1,0.498,0.055,0.009,,High
AZ,NSMP,17199,Prambanan Indonesia Heritage Site,18.50851,-22.10672,55.9,,0.387,17.68,1.3,0.295,0.073,0.009,,High
AZ,NSMP,17200,Great Zimbabwe Ruins Heritage Site,25.28683,-79.83849,41.8,,0.295,11.47,0.6,0.576,0.04,0.008,,High
NP,CGS,14001,Eiffel Tower Paris Heritage Site,20.6913,11.90829,55.2,,0.017,1.09,0.3,0.044,0.012,0.004,,None
NP,IGPP,14002,Teotihuacan Mexico Heritage Site,25.79463,-72.29947,25.6,,0.011,0.89,0.4,0.102,0.006,0.004,,None
CI,NSMP,14003,Prambanan Indonesia Heritage Site,29.55582,50.30481,21.1,,0.011,1.27,0.3,0.022,0.022,0.003,,None
AZ,IGPP,14004,Somnath Temple Heritage Site,33.7345,-64.96354,41,,0.035,1.84,0.3,0.074,0.012,0.001,,None
CI,NSMP,14005,Great Wall China Heritage Site,23.69059,31.3635,22,,0.046,1.68,0.1,0.124,0.027,0.003,,None
AZ,CGS,14006,Acropolis Athens Heritage Site,36.20773,42.3406,33.5,,0.012,1.69,0.1,0.134,0.012,0.002,,None
CI,IGPP,14007,Taj Mahal Heritage Site,30.99482,26.29158,21.9,,0.043,1.15,0.1,0.116,0.002,0.003,,None
CE,SCSN,14008,Cluny Abbey France Heritage Site,39.38054,24.1079,30.4,,0.013,1.2,0.3,0.018,0.002,0.003,,None
CE,NSMP,14009,Fatehpur Sikri Heritage Site,38.01106,85.18115,58.3,,0.05,1.74,0.3,0.106,0.013,0.002,,None
AZ,IGPP,14010,Stonehenge UK Heritage Site,18.64004,93.02007,5.7,,0.012,1.18,0.3,0.014,0.026,0.001,,None
AZ,IGPP,14011,Kyoto Temples Japan Heritage Site,14.43887,69.0898,28.4,,0.014,1.69,0.2,0.051,0.018,0.001,,None
CE,NSMP,14012,Edinburgh Castle Heritage Site,27.82147,-96.12085,48.8,,0.021,0.91,0.2,0.128,0.016,0,,None
NP,IGPP,14013,Hagia Sophia Turkey Heritage Site,18.90168,-68.72305,21.8,,0.023,1.13,0.2,0.022,0.026,0.002,,None
AZ,NSMP,14014,Fatehpur Sikri Heritage Site,22.54049,37.35203,11.1,,0.015,0.79,0.3,0.084,0.003,0.002,,None
NP,IGPP,14015,Qutub Minar Heritage Site,36.93393,-17.60972,24.8,,0.024,1.01,0.2,0.074,0.02,0.004,,None
CI,NSMP,14016,Chichen Itza Mexico Heritage Site,38.77156,-84.39574,52.5,,0.045,1.47,0.3,0.029,0.014,0.002,,None
CI,NSMP,14017,Somnath Temple Heritage Site,35.37521,46.13588,42.4,,0.026,1.33,0.1,0.145,0.019,0.001,,None
AZ,NSMP,14018,Chichen Itza Mexico Heritage Site,10.13442,81.28569,5.3,,0.016,1.36,0.3,0.007,0.021,0.002,,None
NP,CGS,14019,Angkor Wat Cambodia Heritage Site,31.49222,-94.79217,47.6,,0.014,1.54,0.3,0.15,0.006,0.002,,None
CI,NSMP,14020,Ajanta Caves Heritage Site,35.14517,66.99466,43.5,,0.047,0.81,0.2,0.12,0.002,0.004,,None
AZ,IGPP,14021,Acropolis Athens Heritage Site,27.24616,-69.38921,41.5,,0.047,1.5,0.2,0.027,0.026,0.003,,None
AZ,IGPP,14022,Karnak Temple Egypt Heritage Site,28.05089,-104.38371,23.1,,0.047,1.64,0.3,0.028,0.022,0.003,,None
AZ,IGPP,14023,Acropolis Athens Heritage Site,22.43705,89.60214,6.1,,0.02,1.95,0.3,0.141,0.016,0.001,,None
AZ,IGPP,14024,Leaning Tower of Pisa Heritage Site,39.88321,31.51117,26,,0.047,1.49,0.2,0.044,0.002,0,,None
AZ,CGS,14025,Sanchi Stupa Heritage Site,23.96495,99.038,27.3,,0.028,1.47,0.3,0.133,0.003,0.002,,None
CE,CGS,14026,Taj Mahal Heritage Site,14.80375,26.1876,31.8,,0.044,1.28,0.3,0.011,0.022,0.002,,None
CE,SCSN,14027,Notre Dame Cathedral Paris Heritage Site,30.34588,11.99647,40,,0.026,1.61,0.2,0.01,0.027,0.002,,None
AZ,CGS,14028,Chichen Itza Mexico Heritage Site,31.18183,-65.00162,40.2,,0.042,1.19,0.2,0.139,0.01,0.003,,None
CI,CGS,14029,Tower of London UK Heritage Site,16.91118,83.34507,21.7,,0.013,1.13,0.4,0.122,0.024,0.003,,None
NP,NSMP,14030,Mount Fuji Japan Heritage Site,36.3919,-82.08127,17.6,,0.036,0.69,0.4,0.139,0.005,0.002,,None
AZ,NSMP,14031,Eiffel Tower Paris Heritage Site,35.98879,-4.30103,59.1,,0.022,1.35,0.3,0.096,0.025,0.002,,None
NP,SCSN,14032,Leaning Tower of Pisa Heritage Site,29.4299,-83.91174,26.1,,0.011,0.71,0.1,0.094,0.019,0.002,,None
CE,IGPP,14033,Konark Sun Temple Heritage Site,37.76887,25.16955,55.3,,0.031,0.92,0.3,0.094,0.002,0.001,,None
AZ,IGPP,14034,Konark Sun Temple Heritage Site,29.15687,-119.80016,12.6,,0.039,0.86,0.3,0.076,0.009,0.001,,None
AZ,CGS,14035,Prambanan Indonesia Heritage Site,17.28396,-16.55083,34.9,,0.022,1.17,0.4,0.082,0.005,0.002,,None
CE,SCSN,14036,Red Fort Delhi Heritage Site,10.66919,-18.67984,13.7,,0.047,1.47,0.1,0.02,0.006,0.002,,None
AZ,NSMP,14037,Edinburgh Castle Heritage Site,14.28096,81.32232,30.8,,0.016,0.77,0.2,0.146,0.024,0.001,,None
CI,NSMP,14038,Golden Temple Amritsar Heritage Site,35.58225,-45.18013,36.2,,0.049,1.81,0.2,0.108,0.002,0.001,,None
CE,NSMP,14039,Chichen Itza Mexico Heritage Site,38.04346,88.80379,24.8,,0.023,1.18,0.1,0.002,0.03,0.002,,None
NP,IGPP,14040,Karnak Temple Egypt Heritage Site,39.0246,-74.19452,51.1,,0.021,1.28,0.3,0.129,0.015,0.002,,None
AZ,CGS,14041,Petra Jordan Heritage Site,26.94262,-57.89835,54,,0.035,1.75,0.3,0.003,0.024,0.002,,None
NP,SCSN,14042,Golden Temple Amritsar Heritage Site,25.2005,45.56653,21,,0.031,0.83,0.2,0.1,0.014,0.004,,None
AZ,NSMP,14043,Jaisalmer Fort Heritage Site,26.38467,-57.81903,26.2,,0.044,1.38,0.3,0.06,0.006,0.004,,None
CI,NSMP,14044,Stonehenge UK Heritage Site,12.35858,-45.1755,51.9,,0.022,0.71,0.3,0.1,0.007,0.002,,None
CI,SCSN,14045,Mount Fuji Japan Heritage Site,14.03448,71.31851,13.1,,0.021,1.69,0.4,0.057,0.01,0.002,,None
NP,IGPP,14046,Nalanda University Heritage Site,23.62039,-94.44337,12.1,,0.025,0.88,0.3,0.091,0.025,0.002,,None
NP,CGS,14047,Karnak Temple Egypt Heritage Site,13.47566,-40.62243,58.2,,0.022,1.25,0.2,0.029,0.026,0.002,,None
AZ,IGPP,14048,Kyoto Temples Japan Heritage Site,39.72326,-10.81041,56.9,,0.039,1.53,0.3,0.102,0.012,0,,None
AZ,SCSN,14049,Prambanan Indonesia Heritage Site,29.84004,8.93358,52.4,,0.037,1.26,0.2,0.127,0.005,0.004,,None
CI,IGPP,14050,Taj Mahal Heritage Site,26.04101,-118.38583,56.5,,0.027,0.94,0.4,0.035,0.002,0,,None
CI,CGS,14051,Sanchi Stupa Heritage Site,36.70807,-114.47815,6.7,,0.023,0.97,0.3,0.01,0,0.002,,None
CE,SCSN,14052,Sun Temple Modhera Heritage Site,28.46194,-94.75966,38.6,,0.012,1.09,0.3,0.025,0.021,0.001,,None
CI,NSMP,14053,Hampi Virupaksha Temple Heritage Site,25.55345,-78.52786,21.1,,0.038,1.42,0.2,0.133,0.023,0.001,,None
CE,IGPP,14054,Fatehpur Sikri Heritage Site,14.02572,-5.02306,54.2,,0.046,1.4,0.4,0.106,0.003,0.003,,None
CI,CGS,14055,Petra Jordan Heritage Site,20.50251,-117.49578,52.9,,0.035,1.04,0.3,0.125,0.003,0.001,,None
CE,IGPP,14056,Great Wall China Heritage Site,12.61334,53.09539,58,,0.046,1.27,0.1,0.002,0.013,0.001,,None
CE,NSMP,14057,Moai Statues Easter Island Heritage Site,39.62749,-24.39991,38.2,,0.035,1.29,0.3,0.018,0.008,0.002,,None
AZ,NSMP,14058,Canterbury Cathedral UK Heritage Site,37.19988,54.00189,43.1,,0.033,1.78,0.3,0.137,0.022,0.003,,None
NP,SCSN,14059,Canterbury Cathedral UK Heritage Site,21.07701,-15.90667,27.4,,0.018,0.58,0.1,0.121,0.03,0.004,,None
NP,IGPP,14060,Canterbury Cathedral UK Heritage Site,13.52509,-57.67231,21.2,,0.032,1.1,0.1,0.083,0.023,0.003,,None
NP,IGPP,14061,Prambanan Indonesia Heritage Site,37.47979,-15.72149,42.1,,0.043,0.94,0.3,0.06,0.002,0.001,,None
AZ,CGS,14062,Petra Jordan Heritage Site,15.19001,-7.1804,29.1,,0.016,1.09,0.4,0.147,0.025,0.002,,None
NP,IGPP,14063,Prambanan Indonesia Heritage Site,37.29769,19.2454,44.7,,0.015,0.57,0.2,0.133,0.019,0.001,,None
CE,SCSN,14064,Bagan Myanmar Heritage Site,25.95109,87.56666,55.4,,0.028,1,0.1,0.033,0.002,0.004,,None
AZ,NSMP,14065,Nalanda University Heritage Site,24.76128,97.11986,23.7,,0.043,0.7,0.4,0.12,0.001,0.002,,None
NP,NSMP,14066,Fatehpur Sikri Heritage Site,28.8619,-50.7123,17.9,,0.04,1.98,0.3,0.02,0.022,0.004,,None
CE,NSMP,14067,Versailles Palace France Heritage Site,14.49807,-102.50145,53,,0.046,0.7,0.1,0.039,0.021,0.002,,None
NP,CGS,14068,Mount Fuji Japan Heritage Site,30.87,90.71836,36.8,,0.03,0.79,0.4,0.073,0.024,0.002,,None
NP,CGS,14069,Leaning Tower of Pisa Heritage Site,37.08169,-52.2295,7.6,,0.047,0.65,0.3,0.088,0.022,0.002,,None
CE,IGPP,14070,Notre Dame Cathedral Paris Heritage Site,27.68587,50.22587,28.7,,0.032,0.54,0.3,0.023,0.004,0.002,,None
AZ,NSMP,14071,Petra Jordan Heritage Site,28.98976,7.1062,16.3,,0.031,0.97,0.4,0.08,0.023,0.001,,None
CE,CGS,14072,Tikal Guatemala Heritage Site,26.50227,-66.81841,54.7,,0.041,1.12,0.2,0.001,0.01,0.001,,None
NP,NSMP,14073,Somnath Temple Heritage Site,24.72003,15.59084,12.4,,0.046,1.41,0.3,0.102,0.008,0.002,,None
CE,CGS,14074,Konark Sun Temple Heritage Site,31.54208,-65.50957,8.3,,0.019,1.09,0.2,0.01,0,0.003,,None
AZ,IGPP,14075,Sigiriya Sri Lanka Heritage Site,25.27603,-90.66641,15,,0.011,1.61,0.3,0.119,0.02,0.002,,None
AZ,SCSN,14076,Khajuraho Temples Heritage Site,28.62638,93.08519,31.5,,0.098,3.74,0.4,0.24,0.035,0.002,,Slight
CI,SCSN,14077,Brihadeeswarar Temple Heritage Site,35.78982,79.2864,58.9,,0.113,4.47,0.5,0.249,0.038,0.003,,Slight
AZ,NSMP,14078,Alhambra Spain Heritage Site,26.98886,-2.27306,44.8,,0.144,3.37,0.5,0.237,0.021,0.004,,Slight
AZ,IGPP,14079,Stonehenge UK Heritage Site,30.84374,86.37683,9.3,,0.109,3.98,0.3,0.145,0.032,0.003,,Slight
AZ,SCSN,14080,Red Fort Delhi Heritage Site,17.16487,72.90205,55.6,,0.078,3.57,0.4,0.104,0.029,0.005,,Slight
AZ,SCSN,14081,Nalanda University Heritage Site,25.24493,50.14817,27.1,,0.096,4.65,0.6,0.242,0.023,0.002,,Slight
AZ,IGPP,14082,Khajuraho Temples Heritage Site,10.69101,68.21151,51.7,,0.067,4.47,0.5,0.132,0.04,0.002,,Slight
AZ,SCSN,14083,Pyramids of Giza Egypt Heritage Site,36.63966,-43.10679,25.7,,0.123,3.29,0.4,0.209,0.038,0.004,,Slight
CE,IGPP,14084,Prambanan Indonesia Heritage Site,16.17812,-60.63548,49.9,,0.09,2.65,0.3,0.083,0.028,0.003,,Slight
CE,IGPP,14085,Brihadeeswarar Temple Heritage Site,27.27276,-103.11065,10.4,,0.102,2.95,0.3,0.216,0.022,0.003,,Slight
CI,NSMP,14086,Angkor Wat Cambodia Heritage Site,22.66167,26.32363,44,,0.115,2.72,0.6,0.185,0.047,0.003,,Slight
NP,NSMP,14087,Moai Statues Easter Island Heritage Site,15.40547,54.99891,55.9,,0.085,2.71,0.2,0.246,0.04,0.002,,Slight
NP,NSMP,14088,Canterbury Cathedral UK Heritage Site,16.61707,-14.65448,57.6,,0.118,2.19,0.4,0.228,0.019,0.002,,Slight
NP,SCSN,14089,Sanchi Stupa Heritage Site,21.06898,16.49505,44.5,,0.096,2.17,0.6,0.246,0.045,0.006,,Slight
NP,NSMP,14090,Khajuraho Temples Heritage Site,12.85921,-86.48679,46.2,,0.066,4.04,0.5,0.211,0.029,0.006,,Slight
NP,SCSN,14091,Angkor Wat Cambodia Heritage Site,33.66552,-52.71928,31.8,,0.105,2.63,0.5,0.242,0.022,0.002,,Slight
NP,IGPP,14092,Taj Mahal Heritage Site,30.7276,-10.98123,50.2,,0.088,3.22,0.5,0.106,0.027,0.003,,Slight
NP,NSMP,14093,Tower of London UK Heritage Site,14.57368,-8.04732,40,,0.134,2.82,0.2,0.149,0.014,0.003,,Slight
CI,NSMP,14094,Tower of London UK Heritage Site,34.1073,-59.85306,40.5,,0.141,3.09,0.2,0.233,0.01,0.004,,Slight
CI,CGS,14095,Notre Dame Cathedral Paris Heritage Site,27.5445,-29.83454,36.6,,0.08,3.85,0.2,0.214,0.012,0.001,,Slight
CI,IGPP,14096,Mahabalipuram Shore Temple Heritage Site,38.86719,-32.7488,46.6,,0.094,3.95,0.3,0.203,0.029,0.004,,Slight
AZ,SCSN,14097,Golden Temple Amritsar Heritage Site,23.18045,-102.63681,26.7,,0.082,2.44,0.6,0.089,0.029,0.005,,Slight
CI,SCSN,14098,Ajanta Caves Heritage Site,21.0533,-0.34154,33.2,,0.096,4.15,0.5,0.212,0.011,0.004,,Slight
NP,CGS,14099,Sanchi Stupa Heritage Site,28.32247,-18.55635,17.5,,0.144,4.87,0.3,0.121,0.02,0.006,,Slight
CI,CGS,14100,Golconda Fort Heritage Site,21.24458,-71.70963,23.7,,0.116,4.13,0.2,0.208,0.028,0.003,,Slight
NP,IGPP,14101,Sun Temple Modhera Heritage Site,25.24378,-106.93779,33.6,,0.115,4.79,0.2,0.179,0.021,0.005,,Slight
CE,IGPP,14102,Mont Saint-Michel France Heritage Site,39.80007,74.97877,10.8,,0.073,2.42,0.5,0.121,0.025,0.006,,Slight
CI,SCSN,14103,Cluny Abbey France Heritage Site,14.65033,-9.85558,34.9,,0.073,4.29,0.4,0.139,0.047,0.004,,Slight
NP,SCSN,14104,Stonehenge UK Heritage Site,27.96312,-62.76611,11.1,,0.128,3.86,0.2,0.094,0.03,0.003,,Slight
NP,CGS,14105,Angkor Wat Cambodia Heritage Site,17.4278,-83.30733,22.2,,0.087,3.37,0.5,0.225,0.017,0.003,,Slight
CE,SCSN,14106,Alhambra Spain Heritage Site,28.05463,-103.45241,32.9,,0.11,3.16,0.6,0.202,0.046,0.004,,Slight
NP,CGS,14107,Mont Saint-Michel France Heritage Site,31.62019,81.9608,30.2,,0.086,2.69,0.6,0.081,0.044,0.003,,Slight
AZ,NSMP,14108,Golconda Fort Heritage Site,39.40108,26.45147,31.2,,0.121,3.74,0.4,0.147,0.018,0.004,,Slight
